brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
tata,nexon,xz plus,owners court layout west owners court layout west,ka-01,petrol,manual,dealer,orange,7.0,46207.0,6601.0,1,1.0,560066.0,660000.0,test
tata,nexon,xt,hebbal,ka-53,petrol,manual,dealer,grey,8.0,61928.0,7741.0,1,1.0,560064.0,536700.0,test
tata,nexon,xza plus (o,nexus shanti niketan mall,ka-03,diesel,automatic,dealer,unknown,4.0,43000.0,10750.0,1,1.0,560066.0,1044000.0,test
maruti suzuki,baleno,delta,hebbal,ka-06,diesel,manual,dealer,unknown,8.0,95453.0,11931.6,2,1.0,560064.0,490000.0,test
mg,hector plus,sharp pro 7 str,hebbal,ka-26,diesel,manual,dealer,unknown,3.0,47089.0,15696.3,1,1.0,560064.0,1555000.0,test
mahindra,thar,lx p 4wd at convertible,ramasandra,ka-51,petrol,automatic,dealer,red,5.0,33567.0,6713.4,1,1.0,,1165000.0,test
skoda,fabia,ambition,shop krishnamurthy layout hallehalli,ka-03,diesel,manual,dealer,white,15.0,109899.0,7326.6,3,1.0,560066.0,180000.0,test
hyundai,grand i10 nios,sportz kappa,hebbal,ka-19,petrol,manual,dealer,unknown,5.0,44620.0,8924.0,1,1.0,560064.0,559529.0,test
kia,carens clavis,htx plus 6str dct,hebbal,ka-05,petrol,automatic,dealer,silver,1.0,7500.0,7500.0,1,1.0,560103.0,2189000.0,test
mahindra,xuv700,ax 7 at luxury pack 7 str,hebbal,ka-03,diesel,automatic,dealer,unknown,3.0,44000.0,14666.7,1,1.0,562157.0,2093000.0,test
hyundai,creta,sx at,gandhi nagar,ka-05,petrol,automatic,dealer,white,8.0,55129.0,6891.1,1,1.0,560009.0,807850.0,test
hyundai,grand i10 nios,sportz,koramangala,ka-53,petrol,manual,dealer,blue,6.0,37460.0,6243.3,1,1.0,560034.0,675000.0,test
hyundai,venue,sx (o) dct,bannerghatta,ka-03,petrol,automatic,dealer,white,3.0,12500.0,4166.7,1,1.0,560076.0,1134000.0,test
kia,seltos,htk,whitefield,ka-51,petrol,manual,dealer,red,6.0,52283.0,8713.8,2,1.0,560066.0,694000.0,test
skoda,kushaq,ambition mt,hebbal,ka-03,petrol,manual,dealer,white,4.0,32500.0,8125.0,1,1.0,560103.0,1032000.0,test
ford,freestyle,titanium,koramangala,ka-51,petrol,manual,dealer,unknown,7.0,71988.0,10284.0,1,1.0,560034.0,447682.0,test
maruti suzuki,swift,zdi+,bannerghatta,ka-53,diesel,manual,dealer,silver,8.0,82463.0,10307.9,1,0.0,560076.0,695000.0,test
ford,classic,titanium,devin paradise enclave nagareshwara nagenahalli,ts-07,diesel,manual,dealer,white,12.0,144649.0,12054.1,2,1.0,560024.0,188000.0,test
kia,seltos,htk plus imt,yeshwanthpur,ka-03,petrol,manual,dealer,grey,4.0,67614.0,16903.5,1,1.0,560022.0,1000000.0,test
kia,carens,luxury plus dct 7 str,unknown,ka-05,petrol,automatic,dealer,unknown,4.0,38065.0,9516.2,1,1.0,,1380000.0,test
maruti suzuki,dzire,vxi amt,indiranagar,ka-03,petrol,automatic,dealer,blue,8.0,76487.0,9560.9,1,1.0,560038.0,600000.0,test
maruti suzuki,baleno,alpha cvt,hebbal,ka-03,petrol,automatic,dealer,unknown,8.0,59893.0,7486.6,2,1.0,560023.0,498000.0,test
honda,city,v mt,yeshwanthpur,ka-03,petrol,manual,dealer,unknown,11.0,64129.0,5829.9,1,1.0,560022.0,444600.0,test
ford,figo aspire,titanium,912 bengal uru rural,up-16,petrol,manual,dealer,red,11.0,78870.0,7170.0,2,1.0,560064.0,190000.0,test
maruti suzuki,wagon r,vxi,whitefield,ka-07,petrol,manual,dealer,brown,11.0,28075.0,2552.3,2,1.0,560066.0,266300.0,test
hyundai,grand i10 nios,sportz kappa,hongasandra,ka-53,petrol,manual,dealer,unknown,4.0,43703.0,10925.8,1,1.0,,550000.0,test
maruti suzuki,alto k10,vxi,yeshwanthpur,ka-02,petrol,manual,dealer,silver,10.0,30004.0,3000.4,1,0.0,560022.0,350000.0,test
datsun,go,t(o) cvt,whitefield,ka-01,petrol,automatic,dealer,red,7.0,46296.0,6613.7,2,1.0,560066.0,359000.0,test
hyundai,grand i10 nios,asta kappa,hebbal,ka-04,petrol,manual,dealer,unknown,3.0,22524.0,7508.0,1,1.0,560064.0,610000.0,test
hyundai,i20,sportz,whitefield,ka-03,petrol,manual,dealer,unknown,10.0,73712.0,7371.2,1,1.0,560066.0,443000.0,test
land rover,discovery 4,sdv6 se,unknown,tn-45,diesel,automatic,dealer,unknown,14.0,201079.0,14362.8,1,,,1110000.0,test
ford,ecosport,trend,whitefield,ka-04,diesel,manual,dealer,white,9.0,105063.0,11673.7,2,1.0,560066.0,445000.0,test
maruti suzuki,swift,zxi,gottigere,ka-05,petrol,manual,dealer,blue,8.0,103751.0,12968.9,1,1.0,560066.0,590000.0,test
kia,carens,prestige plus imt 7 str,gandhi nagar,ka-01,petrol,manual,dealer,black,3.0,9820.0,3273.3,1,1.0,560009.0,1076656.0,test
hyundai,grand i10,asta kappa,hebbal,ka-03,petrol,manual,dealer,silver,7.0,19693.0,2813.3,1,1.0,560064.0,458972.0,test
hyundai,eon,era +,udani layout,ml-05,petrol,manual,dealer,blue,12.0,69299.0,5774.9,3,1.0,560066.0,108000.0,test
tata,nexon,xz plus,nexus shanti niketan mall,ka-03,petrol,manual,dealer,grey,8.0,52500.0,6562.5,1,1.0,560066.0,636000.0,test
chevrolet,sail,base,unknown,ka-17,diesel,manual,unknown,unknown,12.0,99652.0,8304.3,1,,,268175.0,test
kia,carens,luxury plus dct 6 str,whitefield,ka-05,petrol,automatic,dealer,blue,4.0,26163.0,6540.8,1,1.0,560066.0,1351410.0,test
kia,carens,prestige plus 7 str,sharadambha,ka-02,petrol,manual,dealer,white,4.0,15863.0,3965.8,2,1.0,560066.0,1133172.0,test
hyundai,grand i10,magna at kappa,bannerghatta,ka-04,petrol,automatic,dealer,unknown,9.0,19500.0,2166.7,1,1.0,560076.0,496000.0,test
ford,ecosport,trend tdci,malleshwaram,ka-03,diesel,manual,dealer,unknown,13.0,105500.0,8115.4,1,0.0,560003.0,412000.0,test
hyundai,santro xing,xo,unknown,ka-41,petrol,manual,unknown,unknown,20.0,117969.0,5898.4,1,,,119000.0,test
hyundai,i20,magna (o,kr puram,ka-03,petrol,manual,dealer,grey,13.0,104311.0,8023.9,2,1.0,560036.0,326000.0,test
ford,ecosport,titanium + at,begur,ka-05,petrol,automatic,dealer,unknown,8.0,45437.0,5679.6,1,1.0,,790000.0,test
toyota,innova crysta,gx 7 str,sunkadakatte,ka-51,diesel,manual,dealer,silver,9.0,204574.0,22730.4,2,1.0,,1250000.0,test
renault,kwid,rxt amt (o,hebbal,ka-41,petrol,automatic,dealer,grey,10.0,22044.0,2204.4,2,1.0,560064.0,269500.0,test
maruti suzuki,alto k10,vxi (o) amt,hebbal,ka-52,petrol,automatic,dealer,grey,7.0,33296.0,4756.6,2,1.0,560064.0,312390.0,test
tata,curvv,accomplished s 6mt,whitefield,ka-03,petrol,manual,dealer,red,2.0,2402.0,1201.0,1,1.0,560066.0,1188500.0,test
hyundai,creta,sx (o) executive,nexus shanti niketan mall,ka-04,petrol,manual,dealer,unknown,7.0,89500.0,12785.7,1,0.0,560066.0,880000.0,test
hyundai,creta,sx (o,unknown,ka-03,diesel,manual,dealer,black,4.0,45617.0,11404.2,1,1.0,,1500000.0,test
maruti suzuki,dzire,vdi,sju collage neha manzil,ap-40,diesel,manual,dealer,unknown,15.0,84743.0,5649.5,1,1.0,,170000.0,test
maruti suzuki,baleno,delta,omkar nagar kachanayakanahalli,tg-07,petrol,manual,dealer,grey,7.0,60222.0,8603.1,1,1.0,560066.0,480000.0,test
tata,nano,twist xta,whitefield,ka-05,petrol,automatic,dealer,unknown,11.0,34482.0,3134.7,1,1.0,560066.0,161996.0,test
renault,kiger,rxz mt,hebbal,ka-41,petrol,manual,dealer,brown,5.0,31963.0,6392.6,1,1.0,560064.0,627200.0,test
hyundai,i10,magna kappa2,malleshwaram,dl-7,petrol,manual,dealer,unknown,14.0,106500.0,7607.1,1,0.0,560003.0,207000.0,test
mahindra,xuv500,w10 at,hebbal,ka-50,diesel,automatic,dealer,unknown,10.0,89000.0,8900.0,1,1.0,560103.0,983000.0,test
mahindra,xuv700,ax5 mt 7 str,hebbal,ka-05,diesel,manual,dealer,white,2.0,31500.0,15750.0,1,1.0,562157.0,1794000.0,test
jeep,compass,sport,hebbal,ka-03,petrol,manual,dealer,green,4.0,35351.0,8837.8,1,1.0,560064.0,1118700.0,test
hyundai,grand i10 nios,sportz kappa,unknown,ka-16,petrol,manual,unknown,unknown,3.0,149383.0,49794.3,1,,,424000.0,test
toyota,innova,g3,k channasandra,wb-06,diesel,manual,dealer,silver,15.0,156120.0,10408.0,2,1.0,560076.0,296000.0,test
kia,seltos,gtx plus dct,house of hiranandani apartments house of hiranandani apartments,ka-04,petrol,automatic,dealer,red,3.0,17473.0,5824.3,1,1.0,560066.0,1920000.0,test
maruti suzuki,swift,zxi,unknown,ka-01,petrol,manual,unknown,unknown,16.0,38020.0,2376.2,1,,,260299.0,test
nissan,micra,xv cvt,whitefield,ka-51,petrol,automatic,dealer,blue,11.0,68500.0,6227.3,2,0.0,560066.0,334000.0,test
toyota,hyryder,s,hebbal,ka-03,hybrid,automatic,dealer,unknown,4.0,75000.0,18750.0,1,1.0,562157.0,1226000.0,test
ford,freestyle,titanium tdci,mysore road,ka-01,diesel,manual,dealer,silver,8.0,141000.0,17625.0,1,0.0,560039.0,483000.0,test
maruti suzuki,vitara brezza,zdi,koramangala,ka-19,diesel,manual,dealer,unknown,9.0,100560.0,11173.3,1,1.0,560034.0,633624.0,test
ford,figo aspire,titanium ti-vct at,malleshwaram,ka-03,petrol,automatic,dealer,unknown,10.0,54000.0,5400.0,1,1.0,560003.0,437000.0,test
mahindra,kuv100,k4 6 str,unknown,ka-19,petrol,manual,unknown,unknown,9.0,44000.0,4888.9,1,,,310000.0,test
mahindra,thar,lx p 2wd at ht,unknown,ka-05,petrol,automatic,unknown,unknown,2.0,31978.0,15989.0,1,,,1339092.0,test
maruti suzuki,alto k10,vxi,hebbal,ka-41,petrol,manual,dealer,beige,13.0,95705.0,7361.9,1,1.0,560023.0,162800.0,test
maruti suzuki,ciaz,delta,nexus shanti niketan mall,ka-05,diesel,manual,dealer,white,7.0,63500.0,9071.4,1,1.0,560066.0,616000.0,test
maruti suzuki,baleno,zeta cvt,unknown,ka-01,petrol,automatic,unknown,unknown,5.0,35333.0,7066.6,1,,,700000.0,test
volvo,xc 90,d5 awd,vakil garden city,ka-64,diesel,automatic,dealer,white,12.0,143304.0,11942.0,3,1.0,560076.0,952000.0,test
renault,duster,rxs cvt,whitefield,ka-05,petrol,automatic,dealer,white,9.0,54500.0,6055.6,1,0.0,560066.0,536000.0,test
hyundai,venue,sx imt,yeshwanthpur,ka-01,petrol,manual,dealer,red,4.0,43696.0,10924.0,2,1.0,560022.0,605800.0,test
hyundai,venue,s(o,whitefield,ka-20,petrol,manual,dealer,white,1.0,12463.0,12463.0,1,1.0,560066.0,900000.0,test
skoda,kushaq,ambition mt,unknown,ka-09,petrol,manual,dealer,unknown,3.0,39500.0,13166.7,1,1.0,,1100000.0,test
hyundai,i20,sportz,whitefield,ka-53,petrol,manual,dealer,unknown,12.0,91287.0,7607.2,2,1.0,560066.0,361700.0,test
maruti suzuki,s-cross,zeta,unknown,ka-41,diesel,manual,dealer,unknown,9.0,66000.0,7333.3,1,1.0,,666000.0,test
tata,nexon,xz plus (o,nexus shanti niketan mall,ka-01,petrol,manual,dealer,green,4.0,46000.0,11500.0,1,1.0,560066.0,873000.0,test
maruti suzuki,wagon r,vxi+ amt,pratham male pg,ka-01,petrol,automatic,dealer,brown,8.0,83030.0,10378.8,2,1.0,560066.0,350000.0,test
kia,seltos,htk plus imt,unknown,ka-51,petrol,manual,dealer,unknown,4.0,40053.0,10013.2,1,,,950000.0,test
renault,duster,rxz mt,bommanahalli,ka-51,petrol,manual,dealer,unknown,5.0,21506.0,4301.2,1,1.0,560068.0,930000.0,test
renault,kwid,rxl,whitefield,ka-09,petrol,manual,dealer,green,8.0,74196.0,9274.5,1,1.0,560066.0,237822.0,test
mahindra,kuv100,k4 6 str,unknown,ka-19,petrol,manual,dealer,red,9.0,44000.0,4888.9,2,1.0,,310000.0,test
honda,jazz,vx cvt,gopasandra,ka-05,petrol,automatic,dealer,white,7.0,68100.0,9728.6,2,1.0,560066.0,550000.0,test
hyundai,i20,sportz,koramangala,ka-04,petrol,manual,dealer,red,12.0,111312.0,9276.0,1,1.0,560034.0,378945.0,test
hyundai,i20,sportz,nexus shanti niketan mall,dl-7,petrol,manual,dealer,grey,12.0,63500.0,5291.7,1,0.0,560066.0,394000.0,test
maruti suzuki,celerio,ldi,hebbal,ka-19,diesel,manual,dealer,blue,10.0,69066.0,6906.6,2,1.0,560064.0,260000.0,test
jeep,compass,sport plus,unknown,ka-03,petrol,manual,dealer,unknown,6.0,26500.0,4416.7,1,0.0,,1290000.0,test
hyundai,creta,s (o) ivt,whitefield,ka-01,petrol,automatic,dealer,green,1.0,10569.0,10569.0,1,1.0,,1690000.0,test
hyundai,i10,era irde2,malleshwaram,ka-02,petrol,manual,dealer,red,13.0,77500.0,5961.5,1,0.0,560003.0,277000.0,test
tata,nano,twist xta,malleshwaram,ka-03,petrol,automatic,dealer,unknown,10.0,51000.0,5100.0,1,0.0,560003.0,199000.0,test
volkswagen,taigun,highline at,nexus shanti niketan mall,ka-09,petrol,automatic,dealer,unknown,4.0,34500.0,8625.0,1,1.0,560066.0,1102000.0,test
maruti suzuki,baleno,alpha ags,whitefield,ka-03,petrol,automatic,dealer,blue,3.0,30327.0,10109.0,1,1.0,560066.0,730000.0,test
kia,seltos,htk plus imt,hebbal,ka-51,petrol,manual,dealer,unknown,4.0,33734.0,8433.5,1,1.0,560023.0,989000.0,test
kia,syros,htx plus (o) 7dct,hebbal,ka-03,petrol,automatic,dealer,blue,1.0,9684.0,9684.0,1,1.0,560064.0,1218900.0,test
ford,freestyle,titanium,unknown,ka-01,petrol,manual,dealer,unknown,8.0,53699.0,6712.4,1,,,545000.0,test
hyundai,grand i10,sportz (o) kappa,whitefield,ka-51,petrol,manual,dealer,grey,9.0,47661.0,5295.7,1,1.0,560066.0,418000.0,test
maruti suzuki,ertiga,vxi at,hebbal,ka-01,petrol,automatic,dealer,yellow,10.0,117083.0,11708.3,1,1.0,560064.0,528700.0,test
honda,city,zx cvt,hebbal,ka-04,petrol,automatic,dealer,unknown,4.0,102748.0,25687.0,1,1.0,560064.0,859825.0,test
hyundai,eon,magna +,unknown,ka-05,petrol,manual,unknown,unknown,10.0,52537.0,5253.7,1,,,261393.0,test
ford,figo,duratec zxi,bannerghatta,ka-03,petrol,manual,dealer,unknown,14.0,103500.0,7392.9,2,0.0,560076.0,207000.0,test
hyundai,creta,sx (o) ivt,a block a block,ka-53,petrol,automatic,dealer,red,6.0,77227.0,12871.2,2,1.0,560066.0,1250000.0,test
hyundai,grand i10,asta kappa,unknown,ka-50,petrol,manual,dealer,unknown,9.0,47076.0,5230.7,1,1.0,,485000.0,test
mahindra,xuv500,w8,unknown,ka-51,diesel,manual,dealer,unknown,14.0,117758.0,8411.3,1,,,397000.0,test
maruti suzuki,dzire,zxi plus amt,bannerghatta,ka-05,petrol,automatic,dealer,blue,8.0,106000.0,13250.0,2,0.0,560076.0,490000.0,test
renault,pulse,rxz,yeshwanthpur,ka-02,diesel,manual,dealer,silver,13.0,121905.0,9377.3,1,1.0,560022.0,210000.0,test
hyundai,eon,era +,yeshwanthpur,ka-05,petrol,manual,dealer,unknown,13.0,38084.0,2929.5,1,1.0,560022.0,174941.0,test
hyundai,grand i10,magna,central telecom society,ka-51,diesel,manual,dealer,blue,12.0,166847.0,13903.9,2,1.0,560066.0,300000.0,test
maruti suzuki,alto,std,hosur road,ka-09,petrol,manual,dealer,silver,12.0,92863.0,7738.6,2,0.0,560099.0,200000.0,test
maruti suzuki,baleno,zeta cvt,whitefield,ka-53,petrol,automatic,dealer,unknown,7.0,57289.0,8184.1,1,1.0,560066.0,560000.0,test
datsun,redi go,t(o,gandhi nagar,ka-01,petrol,manual,dealer,unknown,5.0,44014.0,8802.8,1,1.0,560009.0,305280.0,test
kia,syros,htx plus (o) 7dct,koramangala,ka-03,petrol,automatic,dealer,unknown,1.0,8039.0,8039.0,1,1.0,560034.0,1323000.0,test
kia,seltos,htx,hebbal,ka-05,petrol,manual,dealer,unknown,5.0,61589.0,12317.8,1,1.0,560023.0,916990.0,test
maruti suzuki,wagon r,vxi,krishnan road tv,ka-05,petrol,manual,dealer,red,15.0,77023.0,5134.9,2,0.0,560065.0,285000.0,test
ford,new figo,titanium mt,hebbal,ka-03,petrol,manual,dealer,blue,10.0,75500.0,7550.0,2,1.0,560064.0,325701.0,test
hyundai,i20,asta (o) at,whitefield,ka-51,petrol,automatic,dealer,white,3.0,8531.0,2843.7,1,1.0,560066.0,824953.0,test
datsun,redi go,t (o,unknown,ka-14,petrol,manual,dealer,unknown,8.0,40640.0,5080.0,1,,,217582.0,test
maruti suzuki,alto k10,vxi amt,unknown,ka-05,petrol,automatic,dealer,unknown,10.0,34300.0,3430.0,1,,,333398.0,test
hyundai,verna,sx (o,hebbal,ka-15,petrol,manual,dealer,unknown,4.0,32500.0,8125.0,1,1.0,560103.0,1153000.0,test
mahindra,xuv500,w6,unknown,ka-17,diesel,manual,dealer,unknown,10.0,100000.0,10000.0,1,0.0,,782000.0,test
volkswagen,vento,highline at,unknown,ka-03,petrol,automatic,unknown,unknown,11.0,123156.0,11196.0,1,,,500908.0,test
nissan,micra,xv cvt,bannerghatta,ka-01,petrol,automatic,dealer,unknown,10.0,44500.0,4450.0,3,0.0,560076.0,350000.0,test
tata,nexon,xz plus (o,hebbal,ka-01,petrol,manual,dealer,green,6.0,41846.0,6974.3,1,1.0,560064.0,727600.0,test
hyundai,verna,fluidic,hebbal,ka-02,petrol,manual,dealer,red,11.0,109359.0,9941.7,1,1.0,560023.0,374600.0,test
hyundai,grand i10,era kappa,whitefield,ka-01,petrol,manual,dealer,silver,12.0,68559.0,5713.2,1,1.0,560066.0,262700.0,test
hyundai,creta,s (o) ivt,koramangala,ka-03,petrol,automatic,dealer,unknown,1.0,3050.0,3050.0,1,1.0,560034.0,1559000.0,test
honda,jazz,vx cvt,gopasandra,ka-05,petrol,automatic,dealer,unknown,7.0,67182.0,9597.4,2,1.0,,550000.0,test
tata,nexon,creative plus revotron 6mt,hebbal,ka-17,petrol,manual,dealer,red,3.0,32823.0,10941.0,1,1.0,560064.0,796300.0,test
hyundai,i20,asta (o) dct,whitefield,ka-47,petrol,automatic,dealer,unknown,5.0,58948.0,11789.6,1,1.0,560066.0,819000.0,test
hyundai,i10,magna kappa2,malleshwaram,ka-04,petrol,manual,dealer,grey,14.0,63500.0,4535.7,1,0.0,560003.0,278000.0,test
volkswagen,polo,gt at,whitefield,ka-01,petrol,automatic,dealer,unknown,11.0,100034.0,9094.0,2,1.0,560066.0,508700.0,test
skoda,kodiaq,style 4x4 at,unknown,ka-51,diesel,automatic,dealer,unknown,9.0,100397.0,11155.2,1,1.0,,1511882.0,test
hyundai,i20,sportz (o,yeshwanthpur,ka-02,petrol,manual,dealer,unknown,12.0,57559.0,4796.6,1,1.0,560022.0,410095.0,test
maruti suzuki,ritz,vxi,unknown,ka-51,petrol,manual,unknown,unknown,15.0,67243.0,4482.9,1,,,224000.0,test
maruti suzuki,alto,lxi,mysore road,ka-03,petrol,manual,dealer,blue,12.0,47500.0,3958.3,1,0.0,560039.0,241000.0,test
mahindra,bolero,b6 (o,hebbal,ka-51,diesel,manual,dealer,white,5.0,34805.0,6961.0,1,1.0,560064.0,800000.0,test
hyundai,creta,sx at,melody square melody square,ka-05,petrol,automatic,dealer,white,7.0,54887.0,7841.0,1,1.0,560066.0,1080000.0,test
renault,kiger,rxz mt,bannerghatta,ka-51,petrol,manual,dealer,red,5.0,16000.0,3200.0,1,1.0,560076.0,672000.0,test
volkswagen,vento,highline plus automatic,bannerghatta,ka-03,petrol,automatic,dealer,grey,4.0,42500.0,10625.0,1,1.0,560076.0,861000.0,test
hyundai,grand i10,sportz at kappa,yeshwanthpur,ka-01,petrol,automatic,dealer,unknown,8.0,26312.0,3289.0,1,1.0,560022.0,533600.0,test
hyundai,grand i10,sportz kappa,unknown,ka-05,petrol,manual,dealer,unknown,7.0,38096.0,5442.3,1,,,490000.0,test
renault,pulse,rxl,hebbal,ka-41,diesel,manual,dealer,black,11.0,66402.0,6036.5,1,1.0,560064.0,325562.0,test
honda,amaze,vx cvt,unknown,ka-01,petrol,automatic,dealer,unknown,6.0,62000.0,10333.3,1,,,665000.0,test
hyundai,xcent,s (o,bannerghatta,wb-02,petrol,manual,dealer,unknown,10.0,37000.0,3700.0,1,0.0,560076.0,401000.0,test
honda,jazz,v,horam avu village near soorya symphony apartment bengal,ka-53,petrol,manual,dealer,silver,8.0,76667.0,9583.4,1,1.0,560066.0,490000.0,test
hyundai,exter,sx amt,hebbal,ka-53,petrol,automatic,dealer,black,2.0,14335.0,7167.5,1,1.0,560023.0,806452.0,test
kia,seltos,gtx (o,unknown,ap-39,petrol,manual,dealer,unknown,5.0,75503.0,15100.6,1,,,1044000.0,test
mahindra,xuv700,ax 7 p at 7 str,whitefield,ka-03,petrol,automatic,dealer,blue,4.0,69216.0,17304.0,1,1.0,560066.0,1484000.0,test
maruti suzuki,swift,vxi,peenya,ka-52,petrol,manual,dealer,silver,3.0,26599.0,8866.3,1,1.0,560073.0,630000.0,test
renault,kiger,rxt (o) mt,whitefield,ka-53,petrol,manual,dealer,blue,4.0,33088.0,8272.0,2,1.0,560066.0,488431.0,test
renault,duster,85 ps rxl,unknown,ka-27,diesel,manual,unknown,unknown,12.0,115565.0,9630.4,1,,,289000.0,test
hyundai,i20,asta (o) mt,gandhi nagar,ka-01,diesel,manual,dealer,red,5.0,106158.0,21231.6,1,1.0,560009.0,662200.0,test
volkswagen,polo,highline1.2l,malleshwaram,ka-05,petrol,manual,dealer,grey,10.0,45500.0,4550.0,2,0.0,560003.0,488000.0,test
hyundai,grand i10,asta at kappa,hebbal,ka-22,petrol,automatic,dealer,unknown,11.0,70883.0,6443.9,2,1.0,560064.0,370400.0,test
mercedes-benz,gle,300d 4matic lwb,unknown,unknown,diesel,automatic,unknown,unknown,4.0,55000.0,13750.0,1,,,6090000.0,test
toyota,hyryder,s at neo drive,hebbal,ka-51,petrol,automatic,dealer,red,3.0,90559.0,30186.3,1,1.0,560064.0,1118989.0,test
tata,nexon,xz plus,jp nagar,ka-05,diesel,manual,dealer,red,7.0,71660.0,10237.1,1,1.0,560078.0,620000.0,test
renault,duster,85 ps rxl,whitefield,ka-03,diesel,manual,dealer,grey,10.0,87620.0,8762.0,2,1.0,560066.0,515729.0,test
tata,zest,xt,whitefield,ka-03,cng,manual,dealer,unknown,12.0,70204.0,5850.3,2,1.0,560066.0,287300.0,test
volkswagen,taigun,topline mt,hebbal,ka-03,petrol,manual,dealer,unknown,2.0,35000.0,17500.0,1,1.0,560103.0,1397000.0,test
renault,pulse,rxz,whitefield,ka-06,diesel,manual,dealer,silver,10.0,120232.0,12023.2,2,1.0,560066.0,260000.0,test
maruti suzuki,ciaz,alpha at,bannerghatta,ka-53,petrol,automatic,dealer,unknown,9.0,46000.0,5111.1,1,0.0,560076.0,549000.0,test
ford,ecosport,trend,doddabommasandra,ka-13,petrol,manual,dealer,white,9.0,92617.0,10290.8,1,1.0,560064.0,568468.0,test
mahindra,xuv 300,w8,mysore road,ka-53,diesel,manual,dealer,red,4.0,20500.0,5125.0,2,1.0,560039.0,935000.0,test
tata,tiago,xz,smv layout,ka-41,diesel,manual,dealer,unknown,9.0,76585.0,8509.4,1,1.0,,387000.0,test
renault,triber,rxz amt,whitefield,ka-01,petrol,automatic,dealer,unknown,6.0,57366.0,9561.0,1,1.0,560066.0,465600.0,test
honda,jazz,v,kalyan nagar,ka-53,petrol,manual,dealer,grey,8.0,74512.0,9314.0,2,1.0,560043.0,441000.0,test
nissan,magnite,xe amt ez shift,koramangala,ka-05,petrol,automatic,dealer,unknown,2.0,7161.0,3580.5,1,1.0,560034.0,585899.0,test
mitsubishi,pajero sport,at 4x2,unknown,ka-19,diesel,automatic,unknown,unknown,10.0,129622.0,12962.2,1,,,920000.0,test
honda,wr-v,s mt,whitefield,ka-34,petrol,manual,dealer,white,7.0,46000.0,6571.4,2,1.0,560066.0,558000.0,test
skoda,octavia,style plus at,hsr layout,ka-03,petrol,automatic,dealer,white,9.0,123557.0,13728.6,2,1.0,560102.0,1050000.0,test
mg,hector plus,smart cvt 6-str,hebbal,ka-20,petrol,automatic,dealer,grey,5.0,71000.0,14200.0,1,1.0,560103.0,1170000.0,test
ford,figo,duratorq exi,mysore road,ka-53,diesel,manual,dealer,unknown,14.0,88000.0,6285.7,1,0.0,560039.0,194000.0,test
hyundai,new santro,sportz amt,hebbal,ka-50,petrol,automatic,dealer,unknown,7.0,29484.0,4212.0,1,1.0,560064.0,390444.0,test
mahindra,scorpio n,z8 mt 7 str,hebbal,ka-03,petrol,manual,dealer,green,2.0,24000.0,12000.0,1,1.0,560103.0,1723000.0,test
hyundai,creta,sx ivt,hebbal,ka-63,petrol,automatic,dealer,white,3.0,36500.0,12166.7,1,1.0,560103.0,1525000.0,test
honda,amaze,ex,whitefield,ka-03,petrol,manual,dealer,silver,12.0,41964.0,3497.0,2,1.0,560066.0,310000.0,test
hyundai,verna,sx (o) dct,hebbal,ka-01,petrol,automatic,dealer,unknown,2.0,8000.0,4000.0,1,1.0,562157.0,1639000.0,test
maruti suzuki,baleno,alpha ags,unknown,ka-03,petrol,automatic,unknown,unknown,3.0,32427.0,10809.0,1,,,853000.0,test
tata,nexon,xz plus,sarjapur main road chikkakannalli,ar-01,diesel,manual,dealer,unknown,4.0,74824.0,18706.0,1,1.0,,720000.0,test
hyundai,grand i10 nios,sportz amt kappa,yeshwanthpur,ka-51,petrol,automatic,dealer,unknown,4.0,21179.0,5294.8,2,1.0,560022.0,555766.0,test
ford,figo,duratec zxi,unknown,ka-01,petrol,manual,dealer,unknown,13.0,84500.0,6500.0,1,0.0,,240000.0,test
tata,altroz,xt,malleshwaram,ka-71,petrol,manual,dealer,red,6.0,42000.0,7000.0,1,1.0,560003.0,560000.0,test
maruti suzuki,swift,vxi,marathahalli,ka-03,petrol,manual,dealer,grey,7.0,24770.0,3538.6,2,1.0,560037.0,611000.0,test
hyundai,grand i10,sportz kappa,unknown,ka-41,petrol,manual,dealer,unknown,7.0,94697.0,13528.1,1,,,390000.0,test
tata,tiago,unknown,whitefield,tn-14,petrol,manual,dealer,silver,7.0,65211.0,9315.9,1,1.0,560066.0,400000.0,test
mahindra,xuv300,w4,mj lifestyle astro chikkanagamangala,ka-51,petrol,manual,dealer,silver,6.0,46264.0,7710.7,1,1.0,,625000.0,test
hyundai,grand i10,sportz kappa,bilekahalli,ka-06,petrol,manual,dealer,grey,11.0,38000.0,3454.5,2,1.0,560066.0,370000.0,test
maruti suzuki,swift,vxi,whitefield,ka-03,petrol,manual,dealer,blue,3.0,17589.0,5863.0,1,1.0,560066.0,650000.0,test
datsun,redi-go,t(o,unknown,ka-01,petrol,manual,dealer,unknown,8.0,85500.0,10687.5,1,0.0,,221000.0,test
maruti suzuki,ertiga,vdi shvs,hebbal,ka-05,diesel,manual,dealer,grey,8.0,74008.0,9251.0,1,1.0,560064.0,758800.0,test
