brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price
maruti suzuki,s-presso,vxi,yeshwanthpur,ka-03,petrol,manual,dealer,grey,1.0,3710.0,3710.0,1,1.0,560022.0,495000.0
hyundai,grand i10,sportz (o) kappa,whitefield,ka-20,petrol,manual,dealer,unknown,9.0,36753.0,4083.7,1,1.0,560066.0,414153.0
volkswagen,polo,comfortline,pandur anganagara bannergatta roadfortis,ka-02,diesel,manual,dealer,silver,12.0,84134.0,7011.2,4,1.0,,340000.0
hyundai,grand i10,sportz (o) kappa,whitefield,ka-20,petrol,manual,dealer,unknown,9.0,36753.0,4083.7,1,1.0,560066.0,405953.0
maruti suzuki,dzire,vxi,mysore road,ka-50,petrol,manual,dealer,white,9.0,86498.0,9610.9,2,1.0,560098.0,495000.0
tata,altroz,xt i,bannerghatta,ka-01,petrol,manual,dealer,unknown,5.0,41000.0,8200.0,1,1.0,560076.0,634000.0
honda,city,v at,hebbal,ka-05,petrol,automatic,dealer,brown,14.0,92000.0,6571.4,1,0.0,562157.0,395000.0
ford,figo,titanium,unknown,ka-19,petrol,manual,unknown,unknown,16.0,74810.0,4675.6,1,,,124000.0
tata,harrier,xza plus,unknown,ka-01,diesel,automatic,unknown,unknown,6.0,117740.0,19623.3,1,,,1474000.0
maruti suzuki,brezza,zxi plus,nexus shanti niketan mall,ka-51,petrol,manual,dealer,white,3.0,33500.0,11166.7,1,0.0,560066.0,1088000.0
hyundai,grand i10,asta at kappa,hebbal,ka-02,petrol,automatic,dealer,unknown,12.0,100172.0,8347.7,1,1.0,560064.0,314053.0
kia,syros,htx plus (o) 7dct,hebbal,ka-05,petrol,automatic,dealer,unknown,1.0,17000.0,17000.0,1,1.0,560103.0,1531000.0
tata,tiago,xz plus,malleshwaram,ka-50,petrol,manual,dealer,white,3.0,48500.0,16166.7,1,1.0,560003.0,571000.0
maruti suzuki,baleno,zeta cvt,unknown,ka-53,petrol,automatic,dealer,unknown,7.0,15900.0,2271.4,1,1.0,,576300.0
renault,kiger,rxl mt,unknown,ka-01,petrol,manual,dealer,unknown,2.0,23086.0,11543.0,1,,,503000.0
hyundai,grand i10,asta (o) kappa,yeshwanthpur,ka-53,petrol,manual,dealer,grey,11.0,35586.0,3235.1,1,1.0,560022.0,361203.0
tata,hexa,xt 4x2 7 str,mysore road,ka-41,diesel,manual,dealer,white,9.0,86309.0,9589.9,2,1.0,560098.0,815000.0
honda,jazz,v at,unknown,ka-01,petrol,automatic,dealer,unknown,9.0,81946.0,9105.1,1,1.0,,441583.0
renault,kwid,rxl,unknown,ka-21,petrol,manual,dealer,unknown,10.0,47058.0,4705.8,1,1.0,,245000.0
honda,city,v mt,peenya,ka-22,petrol,manual,dealer,unknown,11.0,69356.0,6305.1,1,1.0,,534000.0
renault,kwid,rxt,hebbal,ka-50,petrol,manual,dealer,white,9.0,93060.0,10340.0,3,1.0,560064.0,185000.0
maruti suzuki,swift,vdi,yeshwanthpur,ka-03,diesel,manual,dealer,silver,13.0,86765.0,6674.2,1,0.0,560010.0,395000.0
mahindra,xuv300,w4,unknown,ka-51,petrol,manual,dealer,unknown,6.0,46264.0,7710.7,1,,,630000.0
kia,carens,luxury plus at 6 str,hebbal,ka-06,diesel,automatic,dealer,silver,4.0,75000.0,18750.0,1,1.0,562157.0,1362000.0
kia,sonet,htx dct,whitefield,ka-03,petrol,automatic,dealer,grey,3.0,37140.0,12380.0,2,1.0,560066.0,809000.0
maruti suzuki,swift,vxi amt,malleshwaram,ka-05,petrol,automatic,dealer,white,4.0,47000.0,11750.0,1,0.0,560003.0,576000.0
maruti suzuki,celerio,vxi amt,hebbal,ka-01,petrol,automatic,dealer,unknown,11.0,48471.0,4406.5,2,1.0,560064.0,288722.0
mahindra,xuv300,w8 (o,hebbal,ka-03,diesel,manual,dealer,unknown,7.0,147530.0,21075.7,1,1.0,560023.0,652800.0
toyota,etios,g,mysore road,ka-05,petrol,manual,dealer,unknown,15.0,91000.0,6066.7,1,0.0,560039.0,304000.0
volkswagen,polo,highline1.2l,hebbal,ka-01,petrol,manual,dealer,unknown,9.0,110489.0,12276.6,1,1.0,560023.0,379000.0
maruti suzuki,baleno,alpha,bannerghatta,wb-26,petrol,manual,dealer,unknown,10.0,69000.0,6900.0,1,1.0,560076.0,523000.0
hyundai,verna,sx ivt,ygr signature mall prakruthi aroma,ka-05,petrol,automatic,dealer,white,5.0,18804.0,3760.8,1,1.0,560066.0,1070000.0
mahindra,xuv700,ax 7 at luxury pack 7 str,hebbal,ka-02,petrol,automatic,dealer,red,5.0,33000.0,6600.0,1,1.0,562157.0,1654000.0
hyundai,i10,magna,unknown,ka-53,petrol,manual,unknown,unknown,15.0,68634.0,4575.6,1,,,208000.0
hyundai,verna,sx (o) dct,nexus shanti niketan mall,ka-01,petrol,automatic,dealer,grey,5.0,92000.0,18400.0,1,0.0,560066.0,910000.0
fiat,grand punto,active,unknown,ka-03,diesel,manual,unknown,unknown,13.0,100602.0,7738.6,1,,,226000.0
tata,tiago,xz,koramangala,ka-51,petrol,manual,dealer,grey,10.0,54529.0,5452.9,1,1.0,560034.0,345000.0
hyundai,i20,sportz,koramangala,ka-04,petrol,manual,dealer,red,12.0,111312.0,9276.0,1,1.0,560034.0,348300.0
skoda,slavia,style mt,nexus shanti niketan mall,ka-16,petrol,manual,dealer,unknown,3.0,47500.0,15833.3,1,0.0,560066.0,1100000.0
honda,jazz,v at,hebbal,ka-04,petrol,automatic,dealer,green,8.0,77717.0,9714.6,2,1.0,560064.0,392500.0
hyundai,venue,sx imt,yeshwanthpur,ka-01,petrol,manual,dealer,red,4.0,43696.0,10924.0,2,1.0,560022.0,663400.0
tata,nano,twist xta,whitefield,ka-51,petrol,automatic,dealer,unknown,11.0,27058.0,2459.8,1,1.0,560066.0,149400.0
ford,freestyle,flair edition ti-vct,unknown,ka-03,petrol,manual,dealer,unknown,5.0,29000.0,5800.0,1,1.0,,607000.0
renault,kwid,rxt,nexus shanti niketan mall,ka-05,petrol,manual,dealer,red,9.0,69500.0,7722.2,2,0.0,560066.0,253000.0
mahindra,xuv500,w11 at,gandhi nagar,ka-53,diesel,automatic,dealer,unknown,8.0,128747.0,16093.4,1,1.0,560009.0,899000.0
honda,amaze,s,unknown,ka-03,petrol,manual,dealer,unknown,8.0,88500.0,11062.5,1,,,406503.0
kia,seltos,htk plus,gandhi nagar,ka-05,diesel,manual,dealer,red,5.0,85576.0,17115.2,1,1.0,560009.0,876300.0
tata,zest,xt,whitefield,ka-05,petrol,manual,dealer,grey,12.0,80718.0,6726.5,3,1.0,560066.0,239459.0
maruti suzuki,ignis,zeta mt,unknown,ka-02,petrol,manual,dealer,unknown,8.0,101500.0,12687.5,1,,,442000.0
renault,duster,rxs cvt,gandhi nagar,ka-01,petrol,automatic,dealer,unknown,8.0,98805.0,12350.6,1,1.0,560009.0,509662.0
mg,hector,sharp mt,unknown,ka-19,diesel,manual,dealer,unknown,3.0,37500.0,12500.0,1,,,1608000.0
tata,tiago,xt,koramangala,ka-03,petrol,manual,dealer,unknown,10.0,37954.0,3795.4,2,1.0,560034.0,325525.0
honda,wr-v,vx mt,parkwest maple parkwest maple,ka-01,diesel,manual,dealer,white,9.0,130861.0,14540.1,1,1.0,560066.0,681000.0
hyundai,xcent,s,whitefield,ka-51,diesel,manual,dealer,silver,12.0,103045.0,8587.1,2,1.0,560066.0,331418.0
maruti suzuki,alto,lx,unknown,ka-05,petrol,manual,unknown,unknown,19.0,54136.0,2849.3,1,,,98000.0
maruti suzuki,grand vitara,zeta plus intelligent ecvt,hebbal,ka-51,hybrid,automatic,dealer,white,3.0,70000.0,23333.3,1,1.0,562157.0,1558000.0
tata,curvv,accomplished s revotron 6mt,hebbal,ka-01,petrol,manual,dealer,red,1.0,13500.0,13500.0,1,1.0,562157.0,1489000.0
skoda,rapid,cr elegance at,yeshwanthpur,ka-05,diesel,automatic,dealer,white,11.0,118712.0,10792.0,3,1.0,560022.0,328000.0
hyundai,i10,sportz kappa2,unknown,ka-02,petrol,manual,dealer,unknown,13.0,52500.0,4038.5,1,0.0,,274000.0
skoda,octavia,elegance at,whitefield,ka-01,petrol,automatic,dealer,unknown,11.0,74299.0,6754.5,1,1.0,,800000.0
maruti suzuki,grand vitara,alpha plus intelligent ecvt,hebbal,ka-05,hybrid,automatic,dealer,black,3.0,49000.0,16333.3,1,1.0,562157.0,1738000.0
maruti suzuki,s cross,sigma,jp nagar,ka-05,petrol,manual,dealer,blue,4.0,55414.0,13853.5,1,1.0,560078.0,700000.0
maruti suzuki,grand vitara,alpha smart allgrip,hebbal,ka-51,petrol,manual,dealer,blue,1.0,19000.0,19000.0,1,1.0,562157.0,1658000.0
hyundai,grand i10,sportz at kappa,malleshwaram,ka-09,petrol,automatic,dealer,blue,7.0,108500.0,15500.0,2,0.0,560003.0,475000.0
renault,kwid,climber amt,electronic city,ka-03,petrol,automatic,dealer,orange,4.0,18524.0,4631.0,2,1.0,560100.0,400000.0
renault,kwid,rxt,hebbal,ka-01,petrol,manual,dealer,unknown,8.0,72750.0,9093.8,2,1.0,560064.0,299415.0
toyota,hyryder,v,unknown,ka-03,hybrid,automatic,unknown,unknown,3.0,82201.0,27400.3,1,,,1399000.0
volkswagen,ameo,highline1.5l,begur,ka-04,diesel,manual,dealer,blue,10.0,90547.0,9054.7,2,1.0,560066.0,470000.0
hyundai,creta,base,yelahanka,ka-04,petrol,manual,dealer,red,10.0,67036.0,6703.6,1,1.0,560066.0,741225.0
hyundai,grand i10,asta at kappa,yeshwanthpur,ka-47,petrol,automatic,dealer,red,12.0,90143.0,7511.9,2,1.0,560022.0,317058.0
tata,nexon,xz plus (o,nexus shanti niketan mall,ka-01,petrol,manual,dealer,green,4.0,46000.0,11500.0,1,1.0,560066.0,863000.0
maruti suzuki,alto k10,vxi,whitefield,ka-02,petrol,manual,dealer,red,13.0,77272.0,5944.0,1,1.0,560066.0,186874.0
chevrolet,beat,ps,munnekolala,ka-53,diesel,manual,dealer,unknown,13.0,94519.0,7270.7,1,1.0,,120000.0
maruti suzuki,s presso,vxi+,hebbal,ka-05,petrol,manual,dealer,grey,4.0,68344.0,17086.0,1,1.0,560064.0,363400.0
hyundai,i20,sportz plus,bannerghatta,ka-14,petrol,manual,dealer,white,6.0,123500.0,20583.3,1,0.0,560076.0,586000.0
hyundai,i10,magna,unknown,ka-41,petrol,manual,dealer,unknown,15.0,41168.0,2744.5,1,1.0,,265000.0
renault,kwid,climber amt,mysore road,ka-09,petrol,automatic,dealer,unknown,3.0,34000.0,11333.3,1,1.0,560039.0,448000.0
maruti suzuki,ciaz,alpha at,bannerghatta,ka-51,petrol,automatic,dealer,white,3.0,20500.0,6833.3,1,1.0,560076.0,975000.0
maruti suzuki,alto k10,vxi,gandhi nagar,ka-02,petrol,manual,dealer,white,11.0,91272.0,8297.5,2,1.0,560009.0,217580.0
maruti suzuki,wagon r,vxi amt,unknown,ka-41,petrol,automatic,dealer,unknown,10.0,44500.0,4450.0,1,0.0,,340000.0
jeep,compass,model s (o) 4x4 at,unknown,ka-03,diesel,automatic,dealer,unknown,4.0,62878.0,15719.5,1,1.0,,1969000.0
hyundai,venue,sx plus dct,bannerghatta,ka-05,petrol,automatic,dealer,blue,7.0,109000.0,15571.4,1,0.0,560076.0,663000.0
maruti suzuki,dzire,vxi,unknown,ka-51,petrol,manual,dealer,unknown,13.0,79500.0,6115.4,1,0.0,,319000.0
maruti suzuki,vitara brezza,vxi at shvs,whitefield,ka-52,petrol,automatic,dealer,unknown,5.0,78550.0,15710.0,1,1.0,560066.0,678900.0
maruti suzuki,celerio,vxi,3rd main road agrahara badavane,ka-01,petrol,manual,dealer,grey,12.0,104407.0,8700.6,2,1.0,560066.0,285000.0
tata,nexon,xza plus,nexus shanti niketan mall,ka-03,petrol,automatic,dealer,blue,6.0,55000.0,9166.7,1,0.0,560066.0,730000.0
hyundai,verna,sx (o) ivt,hebbal,ka-04,petrol,automatic,dealer,blue,5.0,61000.0,12200.0,1,1.0,560103.0,1022000.0
hyundai,alcazar,platinum (o) 7 seater at,unknown,ka-51,diesel,automatic,dealer,unknown,4.0,49500.0,12375.0,1,1.0,,1604000.0
tata,nano,twist xm,unknown,ka-05,petrol,manual,dealer,unknown,11.0,60787.0,5526.1,1,,,92000.0
honda,amaze,vx mt,hebbal,ka-03,petrol,manual,dealer,grey,3.0,40000.0,13333.3,1,1.0,562157.0,746000.0
skoda,rapid,ambition,btm layout,ka-05,diesel,manual,dealer,white,8.0,93785.0,11723.1,3,1.0,560076.0,570000.0
maruti suzuki,celerio,zxi amt (o,hebbal,ka-13,petrol,automatic,dealer,grey,9.0,71861.0,7984.6,1,1.0,560064.0,358700.0
maruti suzuki,wagon r,vxi amt,malleshwaram,ka-02,petrol,automatic,dealer,brown,10.0,100000.0,10000.0,2,0.0,560003.0,311000.0
tata,hexa,xm 4x2 7 str,hebbal,ka-03,diesel,manual,dealer,grey,8.0,93370.0,11671.2,1,1.0,560064.0,725806.0
kia,carens clavis,htx plus 6str dct,hebbal,ka-05,petrol,automatic,dealer,silver,1.0,7500.0,7500.0,1,1.0,560103.0,2218000.0
honda,br-v,v cvt,hebbal,ka-53,petrol,automatic,dealer,silver,9.0,96981.0,10775.7,2,1.0,560064.0,508751.0
volkswagen,polo,comfortline,yeshwanthpur,ka-04,petrol,manual,dealer,unknown,11.0,116148.0,10558.9,1,1.0,560022.0,400000.0
hyundai,grand i10,magna,electronic city,ka-03,diesel,manual,dealer,black,12.0,127572.0,10631.0,1,1.0,560100.0,338000.0
honda,jazz,v cvt,bellandur,ka-01,petrol,automatic,dealer,red,7.0,75077.0,10725.3,1,1.0,560066.0,590000.0
nissan,micra,xl cvt,hebbal,ka-24,petrol,automatic,dealer,red,10.0,71635.0,7163.5,2,1.0,560064.0,288200.0
hyundai,grand i10,asta kappa (o,bannerghatta,ka-03,petrol,manual,dealer,silver,12.0,42500.0,3541.7,1,0.0,560076.0,398000.0
maruti suzuki,ertiga,zxi shvs,hebbal,ka-50,petrol,manual,dealer,grey,6.0,97754.0,16292.3,1,1.0,560023.0,790400.0
maruti suzuki,swift,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,red,5.0,162995.0,32599.0,1,0.0,560022.0,490000.0
mahindra,xuv300,w8 (o,hebbal,ka-36,diesel,manual,dealer,white,5.0,85655.0,17131.0,2,1.0,560064.0,777000.0
skoda,rapid,ambition mt,unknown,ka-03,petrol,manual,dealer,unknown,9.0,69685.0,7742.8,1,,,564298.0
renault,kwid,rxl (o,whitefield,ka-03,petrol,manual,dealer,silver,4.0,33749.0,8437.2,1,1.0,560066.0,328100.0
renault,duster,85 ps rxz,whitefield,ka-05,diesel,manual,dealer,white,10.0,132712.0,13271.2,1,1.0,560066.0,480000.0
hyundai,i10,magna,hebbal,ka-51,petrol,manual,dealer,grey,12.0,88805.0,7400.4,2,1.0,560064.0,227796.0
tata,hexa,xt 4x4 7 str,whitefield,ka-41,diesel,manual,dealer,unknown,9.0,126306.0,14034.0,1,1.0,560066.0,747500.0
maruti suzuki,swift,zdi,ritharasanth yelehanka muniyappa garden rode,ka-13,diesel,manual,dealer,white,12.0,123184.0,10265.3,4,1.0,560064.0,345000.0
hyundai,i20,sportz,gandhi nagar,ka-42,petrol,manual,dealer,unknown,10.0,117686.0,11768.6,1,1.0,560009.0,434600.0
hyundai,i20,sportz,hebbal,ka-03,petrol,manual,dealer,unknown,10.0,72990.0,7299.0,2,1.0,560064.0,455185.0
renault,duster,rxz mt,hebbal,ka-53,petrol,manual,dealer,unknown,6.0,60186.0,10031.0,1,1.0,560064.0,595765.0
hyundai,verna,sx (o) at,unknown,ka-27,diesel,automatic,dealer,unknown,4.0,88680.0,22170.0,1,,,902000.0
hyundai,creta,sx (o) automatic,hebbal,ka-32,diesel,automatic,dealer,black,5.0,61500.0,12300.0,2,0.0,562157.0,1291000.0
chevrolet,beat,lt,hebbal,ka-53,petrol,manual,dealer,white,11.0,49068.0,4460.7,1,1.0,560064.0,211500.0
maruti suzuki,s presso,vxi+,bannerghatta,ka-51,petrol,manual,dealer,unknown,6.0,26374.0,4395.7,1,1.0,,410000.0
maruti suzuki,wagon r,vxi,banashankari,ka-04,petrol,manual,dealer,silver,15.0,119012.0,7934.1,3,1.0,560070.0,220000.0
skoda,slavia,ambition at,hebbal,ka-04,petrol,automatic,dealer,grey,4.0,46791.0,11697.8,1,1.0,560064.0,1030000.0
maruti suzuki,baleno,zeta,whitefield,ka-03,petrol,manual,dealer,unknown,6.0,20500.0,3416.7,1,1.0,560066.0,658000.0
nissan,terrano,xl,kr puram,ka-05,cng,manual,dealer,white,12.0,80170.0,6680.8,2,1.0,560036.0,428000.0
kia,sonet,htk plus imt,hutchins road thiru glory apartment banglore,ka-18,petrol,manual,dealer,unknown,5.0,58684.0,11736.8,1,1.0,,676000.0
maruti suzuki,eeco,5-str,marathahalli,ka-41,petrol,manual,dealer,grey,3.0,64750.0,21583.3,1,1.0,560037.0,516000.0
hyundai,creta,at dsl sx(o,hebbal,ka-41,diesel,automatic,dealer,white,2.0,50000.0,25000.0,1,1.0,560103.0,1795000.0
maruti suzuki,alto k10,vxi,unknown,jh-10,petrol,manual,dealer,unknown,10.0,41888.0,4188.8,1,1.0,,240000.0
tata,tiago,xza,hebbal,ka-03,petrol,automatic,dealer,brown,8.0,8096.0,1012.0,1,1.0,560064.0,429742.0
kia,seltos,gtx (o,yelahanka,ka-01,petrol,manual,dealer,black,4.0,46148.0,11537.0,2,1.0,560064.0,1325000.0
nissan,micra,xl,malleshwaram,ka-42,petrol,manual,dealer,unknown,13.0,65000.0,5000.0,1,0.0,560003.0,223000.0
hyundai,i20,sportz plus,4th c cross road hrbr layout 3rd block hrbr layout,ka-51,petrol,manual,dealer,unknown,7.0,34044.0,4863.4,1,1.0,,678000.0
hyundai,eon,magna +,12 2nd cross psr apts,ka-53,petrol,manual,dealer,silver,14.0,156260.0,11161.4,4,1.0,560066.0,146000.0
skoda,octavia,ambition at,whitefield,ka-04,diesel,automatic,dealer,blue,12.0,121274.0,10106.2,2,1.0,560066.0,567938.0
tata,altroz,xz + sunroof,unknown,ka-51,petrol,manual,dealer,unknown,3.0,44407.0,14802.3,1,,,646105.0
nissan,magnite,xv premium cvt,mysore road,ka-05,petrol,automatic,dealer,black,5.0,87500.0,17500.0,1,1.0,560039.0,590000.0
honda,amaze,vx cvt,hebbal,ka-03,petrol,automatic,dealer,silver,4.0,41000.0,10250.0,1,1.0,562157.0,759000.0
kia,sonet,htx,bannerghatta,ka-51,diesel,manual,dealer,black,4.0,51000.0,12750.0,1,1.0,560076.0,940000.0
tata,tiago,xz plus,heelalige,ka-51,petrol,manual,dealer,unknown,6.0,39107.0,6517.8,1,1.0,,470000.0
ford,ecosport,titanium,konena agrahara,ka-03,petrol,manual,dealer,white,10.0,26507.0,2650.7,1,1.0,560066.0,610000.0
mahindra,xuv500,w10 at,hebbal,ka-05,diesel,automatic,dealer,unknown,10.0,126904.0,12690.4,1,1.0,560064.0,759000.0
bmw,x1,sdrive20d xline,unknown,ka-51,diesel,automatic,dealer,unknown,7.0,54000.0,7714.3,1,0.0,,2219000.0
maruti suzuki,swift,vxi,hebbal,ka-03,petrol,manual,dealer,unknown,11.0,30670.0,2788.2,1,1.0,560023.0,421844.0
hyundai,creta,sx (o) 7 dct,unknown,ka-51,petrol,automatic,dealer,unknown,6.0,58500.0,9750.0,1,,,1282000.0
maruti suzuki,baleno,alpha,whitefield,ka-51,petrol,manual,dealer,blue,4.0,14530.0,3632.5,1,1.0,560066.0,722700.0
jeep,compass,limited,hebbal,ka-19,diesel,manual,dealer,black,9.0,93542.0,10393.6,1,1.0,560064.0,778865.0
maruti suzuki,baleno,delta,hebbal,ka-04,petrol,manual,dealer,unknown,11.0,68485.0,6225.9,1,1.0,560064.0,361000.0
toyota,etios,vd,unknown,ka-03,diesel,manual,unknown,unknown,14.0,151916.0,10851.1,1,,,337000.0
skoda,rapid,active,hebbal,ka-05,petrol,manual,dealer,white,10.0,103909.0,10390.9,1,1.0,560064.0,324629.0
maruti suzuki,ciaz,alpha shvs,whitefield,ka-05,petrol,manual,dealer,unknown,8.0,62338.0,7792.2,2,1.0,560066.0,589000.0
maruti suzuki,alto,vxi,magadi road tv,ka-03,petrol,manual,dealer,grey,6.0,40385.0,6730.8,4,0.0,560091.0,195000.0
hyundai,creta,e,hebbal,ka-51,diesel,manual,dealer,unknown,4.0,41745.0,10436.2,1,1.0,560064.0,1077100.0
hyundai,creta,e plus,kalena agrahara,ka-51,diesel,manual,dealer,unknown,8.0,99270.0,12408.8,1,1.0,,735000.0
maruti suzuki,baleno,delta at,nexus shanti niketan mall,ka-04,petrol,automatic,dealer,unknown,9.0,147000.0,16333.3,1,0.0,560066.0,454000.0
renault,kiger,rxz cvt,nexus shanti niketan mall,ka-01,petrol,automatic,dealer,silver,2.0,8500.0,4250.0,1,1.0,560066.0,901000.0
tata,nano,cx,hebbal,ka-05,petrol,manual,dealer,white,13.0,18411.0,1416.2,1,1.0,560023.0,87292.0
audi,q3,35 quattro premium plus,unknown,ka-01,diesel,automatic,dealer,unknown,8.0,64500.0,8062.5,1,0.0,,1782000.0
maruti suzuki,ritz,lxi bs-iv,malleshwaram,ka-03,petrol,manual,dealer,unknown,13.0,120000.0,9230.8,1,0.0,560003.0,262000.0
hyundai,i20,sportz,unknown,ka-41,petrol,manual,unknown,unknown,13.0,66010.0,5077.7,1,,,323846.0
renault,kwid,climber amt,hebbal,ka-03,petrol,automatic,dealer,red,2.0,20691.0,10345.5,1,1.0,560064.0,439712.0
hyundai,creta,sx,hebbal,ka-04,petrol,manual,dealer,white,6.0,92245.0,15374.2,1,1.0,560064.0,775159.0
kia,sonet,gtx plus dct,unknown,unknown,petrol,automatic,unknown,unknown,4.0,21500.0,5375.0,1,,,1003000.0
renault,kiger,rxz mt,malleshwaram,ka-51,petrol,manual,dealer,unknown,5.0,52000.0,10400.0,1,1.0,560003.0,624000.0
jeep,compass,limited,yeshwanthpur,kl-56,diesel,manual,dealer,grey,7.0,79393.0,11341.9,2,1.0,560022.0,790000.0
maruti suzuki,new wagon-r,zxi,hebbal,ka-31,petrol,manual,dealer,brown,5.0,37847.0,7569.4,1,1.0,560064.0,460000.0
mahindra,xuv500,w8,vista tower rd hoodi,dl-8,diesel,manual,dealer,unknown,13.0,104172.0,8013.2,1,1.0,,256000.0
honda,jazz,v at,hebbal,ka-05,petrol,automatic,dealer,orange,11.0,97121.0,8829.2,1,1.0,560064.0,311900.0
maruti suzuki,dzire,vxi,dsr parkway dsr parkway,wb-08,petrol,manual,dealer,unknown,6.0,51891.0,8648.5,1,1.0,,435000.0
honda,amaze,s,whitefield,ka-41,petrol,manual,dealer,grey,11.0,48976.0,4452.4,1,1.0,560066.0,390000.0
tata,altroz,xz plus dark edition,malleshwaram,ka-51,petrol,manual,dealer,black,4.0,60000.0,15000.0,1,0.0,560003.0,664000.0
renault,duster,85 ps rxz,hebbal,ka-04,diesel,manual,dealer,unknown,10.0,110770.0,11077.0,1,1.0,560023.0,559253.0
hyundai,i20,asta,gandhi nagar,ka-52,petrol,manual,dealer,white,11.0,103321.0,9392.8,3,1.0,560009.0,403973.0
kia,seltos,gtx plus dct,hebbal,ka-01,petrol,automatic,dealer,black,3.0,30373.0,10124.3,1,1.0,560064.0,1534000.0
maruti suzuki,esteem,vx,kundalahalli,ka-03,petrol,manual,dealer,white,23.0,96052.0,4176.2,4,0.0,560037.0,80000.0
maruti suzuki,ignis,zeta amt,unknown,ka-51,petrol,automatic,dealer,unknown,9.0,67500.0,7500.0,1,1.0,,486000.0
maruti suzuki,swift,vxi,yeshwanthpur,ka-13,petrol,manual,dealer,silver,9.0,61546.0,6838.4,1,1.0,560022.0,490000.0
hyundai,grand i10,sportz kappa,hebbal,ka-02,petrol,manual,dealer,white,12.0,96451.0,8037.6,2,1.0,560064.0,301500.0
kia,seltos,gtx plus dct,hebbal,ka-02,petrol,automatic,dealer,unknown,7.0,34655.0,4950.7,2,1.0,560064.0,1106452.0
mahindra,xuv300,w8 (o,koramangala,ka-04,diesel,manual,dealer,silver,7.0,74003.0,10571.9,2,1.0,560034.0,711900.0
maruti suzuki,new wagon-r,zxi amt,kodigehalli,ka-05,petrol,automatic,dealer,silver,2.0,21344.0,10672.0,1,1.0,560066.0,589420.0
hyundai,creta,e,unknown,ka-05,petrol,manual,unknown,unknown,4.0,53435.0,13358.8,1,,,1072000.0
maruti suzuki,s-cross,sigma,malleshwaram,ka-03,diesel,manual,dealer,unknown,10.0,77500.0,7750.0,1,0.0,560003.0,570000.0
ford,ecosport,titanium tdci,malleshwaram,ka-01,diesel,manual,dealer,unknown,6.0,84500.0,14083.3,1,0.0,560003.0,752000.0
honda,amaze,vx cvt,nexus shanti niketan mall,ka-01,petrol,automatic,dealer,grey,3.0,26000.0,8666.7,1,1.0,560066.0,820000.0
hyundai,grand i10,asta (o) kappa,hebbal,ka-53,petrol,manual,dealer,unknown,13.0,72843.0,5603.3,1,1.0,560064.0,348241.0
honda,city,sv,nexus shanti niketan mall,ka-53,petrol,manual,dealer,grey,12.0,97500.0,8125.0,1,0.0,560066.0,431000.0
mahindra,xuv500,w10,villa 139 phase 2,ka-01,diesel,manual,dealer,white,11.0,59544.0,5413.1,1,1.0,560066.0,950000.0
hyundai,verna,sx (o,hebbal,ka-15,petrol,manual,dealer,unknown,4.0,32500.0,8125.0,1,1.0,560103.0,1141000.0
renault,duster,110 ps rxl 4x2 amt,hebbal,ka-03,diesel,automatic,dealer,grey,10.0,77185.0,7718.5,2,1.0,560064.0,475200.0
ford,freestyle,titanium,oceanus redrock oceanus redrock,ka-39,petrol,manual,dealer,unknown,8.0,80500.0,10062.5,1,1.0,,335000.0
renault,triber,rxz easy-r amt,unknown,ka-53,petrol,automatic,dealer,unknown,6.0,47500.0,7916.7,1,1.0,,514000.0
ford,figo aspire,titanium,whitefield,ka-01,petrol,manual,dealer,grey,8.0,50209.0,6276.1,1,1.0,560066.0,398000.0
honda,city,vx,bellandur,ka-05,petrol,manual,dealer,red,12.0,63847.0,5320.6,1,1.0,560103.0,549000.0
ford,fiesta,titanium,kr puram,tn-02,diesel,manual,dealer,unknown,14.0,106118.0,7579.9,2,1.0,560036.0,179000.0
maruti suzuki,vitara brezza,zdi plus ags,bannerghatta,hr-26,diesel,automatic,dealer,red,7.0,110500.0,15785.7,1,0.0,560076.0,717000.0
maruti suzuki,celerio,vxi amt,hebbal,ka-03,petrol,automatic,dealer,black,12.0,40000.0,3333.3,1,0.0,562157.0,349000.0
ford,figo,duratec titanium,bannerghatta,ka-09,petrol,manual,dealer,silver,14.0,82000.0,5857.1,2,0.0,560076.0,227000.0
hyundai,i20,asta (o) ivt,pin,ka-01,petrol,automatic,dealer,red,2.0,4781.0,2390.5,1,1.0,560066.0,1080000.0
maruti suzuki,baleno,alpha,yeshwanthpur,ka-03,petrol,manual,dealer,grey,7.0,48605.0,6943.6,1,1.0,560022.0,556156.0
maruti suzuki,grand vitara,alpha,yeshwanthpur,ka-04,petrol,manual,dealer,blue,3.0,25795.0,8598.3,1,1.0,560022.0,1450000.0
ford,figo,duratec zxi,unknown,ka-02,petrol,manual,dealer,unknown,15.0,64500.0,4300.0,1,0.0,,189000.0
volkswagen,vento,highline at,unknown,ka-09,petrol,automatic,dealer,unknown,11.0,97759.0,8887.2,1,1.0,,498113.0
hyundai,verna,fluidic sx,kr puram,ka-37,diesel,manual,dealer,unknown,13.0,125860.0,9681.5,1,1.0,560036.0,339000.0
